DecibelSource,DecibelSource,DecibelSource,PitchSensor,PitchSensor,PitchSensor
33.99696083,1.718424728,33.99696083,219.6380006,0,219.6380006
33.99696083,1.718424728,33.99696083,219.5626628,0.130488823,219.6380006
33.84856839,1.508566119,33.84856839,219.5249939,0.130488823,219.5249939
38.15998969,7.543404191,34.91528572,219.4684906,0.113006636,219.4119873
44.29295806,8.413738024,46.78283229,219.4684906,0.113006636,219.4119873
44.29295806,8.413738024,46.78283229,219.4119873,0,219.4119873
44.29295806,8.413738024,46.78283229,219.9508362,1.077697754,219.4119873
51.03079031,4.174995616,51.18075617,220.4896851,1.244418177,220.4896851
53.91372678,2.371661272,55.12878246,221.0285339,1.077697754,221.5673828
55.28021209,0.214153825,55.28021209,210.3227254,23.95710237,221.5673828
53.56774055,2.969950701,55.12878246,199.9402262,29.61420378,221.5673828
52.72675681,2.951172544,52.66629403,189.1266479,29.61420378,167.4994914
51.9260816,3.036057355,50.20380559,181.1852417,23.41512535,167.4994914
48.39735047,3.07618874,50.14279749,173.2438354,7.865767071,167.4994914
44.28675236,8.59631852,47.4941229,176.1160075,7.865767071,181.8603516
33.72385141,18.84793531,38.40020317,178.2701365,7.180430094,181.8603516
28.23053334,18.75653854,31.95495802,181.8603516,0,181.8603516
30.96937842,16.26479577,35.57043583,181.8603516,0,181.8603516
28.7412142,14.21105244,33.94387472,181.8603516,0,181.8603516
27.66996625,17.20597524,35.93279143,232.8258696,72.07612683,232.8258696
42.48131178,8.678867977,39.18591364,249.8143756,58.84991112,283.7913876
45.62545154,9.474050117,45.75557195,283.7913876,0,283.7913876
47.77196417,10.34366181,52.32523026,272.3723493,22.83807664,283.7913876
53.69155054,1.932268675,53.69155054,265.5209263,25.01785949,283.7913876
52.07634056,3.113445191,52.32523026,256.3856957,25.01785949,238.1152344
47.44755097,8.397288013,48.8459206,247.250465,20.42699673,238.1152344
43.64239105,7.358902065,43.64239105,243.03125,10.99254512,238.1152344
47.46458775,8.420468083,48.8459206,247.9472656,13.46306325,238.1152344
49.89383572,8.418699692,51.97745088,252.8632813,13.46306325,262.6953125
52.64717992,9.669750029,56.14528038,257.7792969,10.99254512,262.6953125
58.27146633,2.633764787,58.5204385,262.6953125,0,262.6953125
58.44147161,2.312368198,59.12149271,262.6953125,0,262.6953125
59.27459422,1.581804983,59.49039506,333.5872396,122.7884196,262.6953125
57.41276728,5.1729348,59.49039506,404.4791667,122.7884196,475.3710938
54.76393547,6.127259008,54.42788229,475.3710938,0,475.3710938
53.61060462,4.886868388,53.02847781,475.3710938,0,475.3710938
52.06761098,3.275580261,51.34189501,475.3710938,0,475.3710938
51.71704322,2.943052547,50.31477219,475.3710938,0,475.3710938
52.21273606,3.148121417,51.63214517,345.6988281,183.3842767,345.6988281
53.19565803,3.011509423,52.94951815,216.0265625,0,216.0265625
46.88190453,8.332456424,50.31477219,216.0265625,3.48E-14,216.0265625
37.46430945,12.80922076,37.38142324,216.0265625,3.48E-14,216.0265625
31.03907809,8.969430534,31.03907809,216.0265625,0,216.0265625
31.03907809,8.969430534,31.03907809,223.1856934,14.31826172,216.0265625
24.71611376,12.6556302,24.69673293,230.3448242,16.53330452,230.3448242
14.7177753,8.953722071,12.07018511,237.5039551,14.31826172,244.6630859
9.728296481,3.311930654,9.728296481,190.0031641,106.9363605,244.6630859
4.949043268,8.602803389,7.386407857,183.4973145,122.331543,244.6630859
4.949043268,8.602803389,7.386407857,122.331543,141.2562985,122.331543
8.174079311,13.19502239,7.386407857,81.55436198,141.2562985,0
24.14507191,30.0264341,21.74529324,0,0,0
33.92374322,31.36156055,38.52233945,0,0,0
46.76814535,22.0329123,55.29938566,114.8756917,162.4587612,114.8756917
49.96210242,19.0902662,57.42167964,229.7513835,0,229.7513835
56.1036473,7.293359376,57.42167964,229.7513835,3.48E-14,229.7513835
56.37173451,8.908333849,59.54397363,230.2642622,1.025757563,229.7513835
51.84554919,6.876632284,49.68120121,230.5719895,1.123661111,229.7513835
53.41920527,6.43668819,53.91068736,230.9822925,1.123661111,231.8028986
51.37761582,6.094087902,49.68120121,233.8589832,5.812658498,231.8028986
55.56392644,5.107656153,58.14017351,236.7356739,6.754480754,231.8028986
55.60083696,4.171037097,56.92587103,239.2020615,6.754480754,244.1348368
56.03088056,3.36879255,56.92587103,241.6684492,5.515010442,244.1348368
55.32778291,3.749275536,55.71156855,243.2215163,2.042246694,244.1348368
56.18521194,3.508862518,57.23453378,242.3081959,2.501231164,244.1348368
56.1339694,3.457701039,57.18850149,241.3948754,2.501231164,239.5682344
56.27476969,4.220734105,58.66543444,235.8033572,11.14810176,239.5682344
54.87277789,6.648963456,58.66543444,230.2118391,12.81177194,239.5682344
49.8824606,11.36158189,52.93041732,225.5336414,12.81177194,216.1772461
46.92411446,11.87928632,47.1954002,219.4389521,11.66303909,216.1772461
42.06490027,6.386905752,44.08779185,213.3442627,3.879222281,216.1772461
44.53448679,7.182650892,45.64159603,211.927771,3.879222281,209.0947876
43.64751566,8.524400506,44.08779185,212.8375639,5.371437209,209.0947876
49.34302347,4.55124652,51.94324637,213.7473569,6.370792875,209.0947876
48.82942943,3.855430622,49.61594684,216.0736415,6.370792875,220.7262108
49.46655627,2.903791002,49.61594684,218.3999262,5.201730601,220.7262108
48.6409929,2.925521156,47.2886473,218.9313969,4.013325889,220.7262108
50.70216195,4.76439441,49.64333974,217.136583,4.9153003,220.7262108
52.01470599,5.841766814,52.0871582,215.3417691,4.9153003,211.7521413
53.59005889,6.024860063,56.8856691,214.9145445,4.395664521,211.7521413
54.94230402,3.684437066,56.8856691,214.4873199,3.745297586,211.7521413
49.8690128,10.58315578,53.78935186,215.8549093,3.745297586,218.5900879
46.17897624,9.870363897,46.40927875,216.8806012,3.418973287,218.5900879
46.38004884,10.17452974,46.40927875,218.5900879,0,218.5900879
48.50175248,10.00744339,50.69303462,218.5900879,0,218.5900879
47.95393194,11.46870447,49.55704496,224.3415527,8.133799586,224.3415527
52.64110368,7.287745477,55.19319656,230.0930176,0,230.0930176
55.45059734,2.429341278,55.19319656,230.0930176,0,230.0930176
54.58329688,2.083095788,53.39782607,225.8393039,8.507427397,230.0930176
54.45797277,1.866036293,53.39782607,223.2870757,9.319419784,230.0930176
55.98966974,3.421370583,55.0052104,219.8841047,9.319419784,213.0781628
56.85361762,3.616659961,56.61259473,216.102399,7.863861306,213.0781628
59.02376682,2.118166145,59.8739451,212.3206934,1.037207708,213.0781628
58.38018324,2.155895293,58.24326991,211.9419587,1.037207708,211.1844893
58.96937941,2.211088874,59.8739451,210.8210532,2.043037326,211.1844893
57.3102507,2.259792498,56.4494325,209.7001478,2.032518296,211.1844893
54.82522147,5.301501921,56.0284035,208.957977,2.032518296,207.4736355
51.80090067,4.896402905,51.69201821,208.2158063,1.659544239,207.4736355
50.25139006,4.642870163,47.77666191,208.6790902,2.695478528,207.4736355
47.5929404,6.52995002,47.57339784,209.8845448,3.301273503,207.4736355
44.21922051,4.008196874,44.74131435,211.0899995,3.301273503,213.5009087
43.16891609,4.180864389,42.11249493,228.9309919,37.96188423,213.5009087
43.6415679,4.968239578,42.11249493,246.7719843,45.55829646,213.5009087
45.64262029,5.698459934,45.65355614,263.4075221,45.55829646,296.6785976
47.65096324,4.950557533,49.19461735,256.3911456,56.54303694,296.6785976
50.91172669,1.492263246,51.64577745,249.3747692,64.77343462,296.6785976
51.27945338,1.423185885,51.77028136,225.7228551,64.77343462,178.4190267
51.84651275,0.398849884,51.77028136,202.0709409,52.8872879,178.4190267
51.91342452,0.460172508,51.89478528,184.687797,14.01739663,178.4190267
51.50216773,0.904268253,51.67882006,190.9565674,17.16773463,178.4190267
51.87768519,1.332258916,51.92274414,194.0909526,18.09638123,194.0909526
51.7093691,1.578730155,51.46285484,201.9269155,15.67192586,209.7628784
51.83262624,2.212153675,51.83262624,206.348978,6.827800761,209.7628784
51.83262624,2.212153675,51.83262624,202.9350777,7.884065215,202.9350777
53.46470656,0.095956451,53.46470656,199.5211773,6.827800761,196.1072769
52.10216475,2.022881561,52.10216475,198.8383972,6.106970656,196.1072769
52.10216475,2.022881561,52.10216475,196.0046453,0.229491279,196.1072769
50.49535559,3.129142349,50.67177148,195.9020137,0.281068267,196.1072769
49.95872352,2.771206206,49.51029938,195.799382,0.281068267,195.5941188
48.76744535,1.733353326,48.34882729,195.0864158,1.439377364,195.5941188
48.28749983,0.976544155,48.34882729,194.3734495,1.671470251,195.5941188
48.80258963,1.302700655,48.7903811,193.7631149,1.671470251,192.5424456
50.40808199,2.344399078,49.78989698,193.1527802,1.364749745,192.5424456
51.09450023,2.327507379,50.34785903,193.8058369,2.825028845,192.5424456
52.69786283,3.727547936,52.02578288,195.0692282,3.459939589,192.5424456
54.8974321,3.594102214,55.60582869,196.3326195,3.459939589,198.8594021
56.41395645,2.361626425,57.50795064,199.9937991,6.655906622,198.8594021
57.91146434,0.359176844,58.03021198,203.6549787,6.566613609,198.8594021
58.17615842,0.60519185,58.11322118,206.0527669,6.566613609,210.8483435
58.39889435,0.501715061,58.19623039,208.467627,5.371288137,210.8483435
58.65461593,0.406273882,58.79737673,210.882487,0.046752938,210.8483435
58.00504961,1.340814903,58.49680356,210.8995587,0.046752938,210.9337023
57.23573486,1.942410054,57.42686369,210.9166305,0.038173614,210.9337023
56.65756626,1.911481521,56.05635065,209.8656304,2.38828122,210.9337023
56.65756626,1.911481521,56.05635065,208.7975586,2.925035176,210.9337023
55.70813258,0.513040109,55.9490757,207.7294868,2.925035176,205.5933431
55.03051615,0.96582989,55.1189714,206.6614149,2.38828122,205.5933431
54.98628853,1.361586669,54.98628853,206.020634,0.955451393,205.5933431
50.47438435,7.873931488,54.02350137,206.4479248,1.170184194,205.5933431
44.3358024,13.85861773,47.73703868,206.8752157,1.170184194,207.7297974
33.35450793,18.28496288,33.68531626,207.1956838,1.068227132,207.7297974
21.79340467,15.22364353,18.97197718,155.797348,103.8648987,207.7297974
17.09361846,16.85999536,12.02389784,138.4865316,119.9328544,207.7297974
6.876896475,13.56634901,7.779088309,69.24326579,119.9328544,0
10.89076743,21.34698089,7.779088309,0,0,0
19.40653888,29.02428481,7.779088309,0,0,0
22.31340152,32.66312613,22.14194247,108.0300564,152.7775709,108.0300564
36.77008658,31.25548345,50.29608318,144.0400752,124.7423643,216.0601128
52.79470583,4.598481439,54.53409906,216.0601128,3.48E-14,216.0601128
55.06313734,0.91888964,54.60275506,214.1279093,3.86440701,216.0601128
51.80130088,6.104765721,54.46544305,212.9685872,4.233245781,216.0601128
47.165695,10.52619639,49.64134437,212.1957058,4.462232854,212.1957058
44.18052203,10.61761131,44.81724569,210.2635023,3.86440701,208.3312988
24.6728232,25.54367214,33.25887736,208.3312988,0,208.3312988
24.6728232,25.54367214,33.25887736,208.8314819,1.000366211,208.3312988
22.69368044,23.33718366,33.25887736,209.331665,1.155123402,209.331665
30.39245357,31.08785336,38.87981742,209.5317383,1.095846279,210.3320313
30.39245357,31.08785336,38.87981742,167.8654785,93.84365428,210.3320313
50.23201288,9.841450214,55.46102448,157.7490234,105.1660156,210.3320313
50.28870441,8.036310343,52.95990174,140.2213542,121.4352549,210.3320313
54.09166674,3.177780831,55.46102448,140.7033624,121.8548312,210.3320313
55.57426008,5.173028461,55.46102448,141.1853706,122.2701175,211.7780558
56.28183981,4.454528626,56.93280174,211.7780558,0,211.7780558
54.48907515,6.051687559,54.431679,211.7780558,0,211.7780558
54.66799283,5.901530183,54.78951436,211.7780558,0,211.7780558
54.96974186,5.155221263,56.17673799,211.7780558,0,211.7780558
53.51143314,4.610565351,53.67559385,135.8697873,107.3505028,135.8697873
52.0017828,3.267259496,51.77021368,59.96151879,0,59.96151879
53.15961594,2.139358736,52.64363802,59.96151879,0,59.96151879
53.14042093,2.163317744,52.64363802,59.96151879,0,59.96151879
51.60568179,1.294254585,51.73182367,59.96151879,0,59.96151879
51.60568179,1.294254585,51.73182367,104.8685516,77.78126243,59.96151879
50.6584957,1.828486569,50.56772555,149.7755844,77.78126243,194.6826172
49.85153354,1.038648997,49.86561558,194.6826172,0,194.6826172
49.43615482,0.763512094,49.69344977,194.6826172,0,194.6826172
49.69216741,1.114293498,49.69344977,194.6826172,0,194.6826172
49.69216741,1.114293498,49.69344977,193.4533691,2.458496094,194.6826172
50.24963447,0.786563947,50.24963447,192.2241211,2.838826763,192.2241211
52.54230295,2.455758904,52.54230295,192.2241211,2.838826763,192.2241211
52.54230295,2.455758904,52.54230295,190.994873,2.458496094,189.765625
57.29005096,4.258570731,57.29005096,189.765625,0,189.765625
57.29005096,4.258570731,57.29005096,191.6347148,3.738179525,189.765625
58.15297143,3.361786361,59.87881237,192.2577447,4.31647791,189.765625
60.09006378,0.298754621,60.09006378,193.5038045,4.31647791,193.5038045
59.73921969,0.643352077,59.87881237,195.3728943,3.738179525,197.241984
59.45817194,0.594875401,59.45817194,197.8984784,1.312988766,197.241984
58.30934938,2.033794025,59.03753151,198.5549728,1.516108835,198.5549728
54.4887064,5.471670993,56.01170428,198.8175706,1.438307129,199.8679616
54.4887064,5.471670993,56.01170428,198.2997564,2.334317277,199.8679616
50.63140956,4.683683812,48.4168834,197.7819423,2.856399521,199.8679616
46.24504144,9.570031193,47.94126219,196.7389327,2.856399521,194.6529134
38.01875976,12.16649028,40.27578904,195.695923,2.332240443,194.6529134
34.55271855,12.24559424,33.08593709,194.5315755,0.271319772,194.6529134
24.73018513,22.04310255,28.09625734,194.501241,0.303344727,194.6529134
17.15169984,19.60221723,23.10657758,194.3495687,0.350272319,194.3495687
18.17646097,20.88979863,23.10657758,194.1978963,0.303344727,194.046224
26.00341396,27.12804157,36.16022047,194.046224,0,194.046224
30.72829009,24.08149173,40.53156948,194.046224,0,194.046224
42.55019184,5.597606707,44.90291848,149.0382332,77.95612675,194.046224
42.7403319,4.586219961,44.10683527,104.0302424,77.95612675,59.02225167
44.70067692,1.416728915,44.45225951,59.02225167,0,59.02225167
41.12098793,5.937433205,43.65617631,59.02225167,0,59.02225167
33.63135531,13.5682514,37.78971635,59.02225167,0,59.02225167
23.40870819,25.70186092,32.26868063,44.26668876,29.51112584,59.02225167
23.43980601,25.73203773,32.26868063,39.34816778,34.07651289,59.02225167
25.13902007,27.63913229,32.26868063,29.51112584,41.7350344,29.51112584
23.35660493,31.58135769,29.20531457,47.51992362,67.20332046,47.51992362
26.16067725,38.06437049,43.46624116,63.35989816,54.87128139,95.03984724
48.58878696,4.636422324,49.80244885,95.03984724,1.74E-14,95.03984724
47.72246415,6.087798639,49.80244885,95.03984724,0,95.03984724
50.20087198,9.539053279,49.80244885,95.03984724,0,95.03984724
51.562915,8.251242516,52.72574646,95.03984724,1.74E-14,95.03984724
51.83065783,7.17082167,52.90162916,95.03984724,0,95.03984724
52.33771008,8.175995231,54.27533661,147.3104713,73.92182547,147.3104713
56.16118919,3.543499968,55.64904406,199.5810954,0,199.5810954
53.57550709,1.832036096,52.90162916,199.5810954,0,199.5810954
52.5387386,0.513204752,52.5387386,199.5810954,0,199.5810954
55.10685109,4.14506427,55.10685109,199.5810954,0,199.5810954
55.10685109,4.14506427,55.10685109,198.2878723,2.586446126,199.5810954
55.96494834,3.286300588,57.68114283,196.9946493,2.986570735,196.9946493
54.36300196,6.058735406,57.68114283,196.47736,2.833309774,194.4082031
54.36300196,6.058735406,57.68114283,194.5931383,3.340477208,194.4082031
50.93893142,5.842276313,47.76564254,192.7089166,2.326843961,194.4082031
50.84619692,4.773802862,49.16681799,191.8592733,2.326843961,190.1599867
48.42044062,1.45370791,47.87188007,191.2220408,2.124108209,190.1599867
48.77058453,1.560222899,47.97811761,188.0231895,4.273594326,190.1599867
47.87163333,2.203478317,47.87188007,185.8863924,4.93472167,185.8863924
45.52144474,5.254819166,46.57644867,183.7495952,4.273594326,181.6127981
43.83926185,4.943809353,45.17477973,179.7482948,3.729006449,181.6127981
36.86593152,9.150870629,38.3648882,178.6295929,4.084921899,181.6127981
32.27894197,11.83163195,32.71150741,177.1379903,4.084921899,174.1547852
30.0679166,9.138233725,31.69440245,176.0192884,3.729006449,174.1547852
31.42350387,10.99320246,31.69440245,174.1547852,0,174.1547852
31.42350387,10.99320246,31.69440245,260.4691026,149.5007833,174.1547852
36.4721797,12.80762841,40.05895777,346.7834201,149.5007833,433.0977376
43.50979451,5.020092735,45.22783492,433.0977376,0,433.0977376
46.72264233,2.232294985,46.96063126,433.0977376,0,433.0977376
50.56298137,5.823637585,48.21744974,433.0977376,0,433.0977376
53.31424103,7.955074771,49.18206954,433.0977376,0,433.0977376
54.8295938,8.310775697,54.16533147,355.5711865,134.2799255,433.0977376
59.16222525,7.06146565,61.57377589,278.0446354,134.2799255,200.5180843
61.95810189,2.592921903,62.18226725,200.5180843,0,200.5180843
62.89460472,2.19605116,63.99895838,199.0812828,2.873602954,200.5180843
58.53225088,6.5778587,60.36557611,198.2192019,3.147874319,200.5180843
55.16630932,8.611836845,55.79889713,197.0697607,3.147874319,194.7708784
48.48712752,9.761657725,48.15035139,195.9203196,2.570228619,194.7708784
44.52764465,6.990702036,45.06848462,193.8878697,1.974467443,194.7708784
39.55339233,11.46964201,41.17535791,193.004861,2.418218875,194.7708784
28.10516164,17.29919805,30.95643328,192.5633567,2.549026508,192.5633567
22.45072064,16.03300227,24.63063537,191.4595958,2.207521711,190.355835
15.03496536,13.57032667,15.03496536,207.8547668,34.99786377,190.355835
23.47762995,17.49035846,24.63063537,225.3536987,40.41205214,225.3536987
27.36575051,19.09749082,36.29499704,242.8526306,34.99786377,260.3515625
38.98136646,2.32678118,40.2861432,242.8526306,34.99786377,260.3515625
38.74951877,1.955578475,39.17005946,260.3515625,0,260.3515625
38.74951877,1.955578475,39.17005946,211.756524,84.16907571,260.3515625
36.24297717,4.262731055,37.17448638,187.4590047,103.0856438,187.4590047
36.22563721,5.220585219,38.05397571,114.5664469,0,114.5664469
22.42396204,20.75061128,30.33679272,114.5664469,0,114.5664469
14.6089552,22.24252113,14.6089552,114.5664469,0,114.5664469
14.6089552,22.24252113,14.6089552,114.5664469,0,114.5664469
12.99633609,19.9619333,12.99633609,114.5664469,0,114.5664469
26.4047969,27.17719366,27.11155449,76.37763129,66.14496898,114.5664469
42.87477951,13.87217654,48.29106551,76.37763129,66.14496898,114.5664469
43.26576523,11.35354573,46.36489395,57.28322347,81.01071153,57.28322347
43.26576523,11.35354573,46.36489395,286.0961914,404.601114,286.0961914
48.94787322,3.643508266,49.06552599,381.4615885,330.3554262,572.1923828
47.04875067,2.461233226,46.95814691,572.1923828,0,572.1923828
44.54248698,4.783330454,45.03197535,572.1923828,0,572.1923828
44.57707518,5.857746776,45.62522832,528.3134766,98.11621715,572.1923828
42.02560658,6.993956882,41.94561953,484.4345703,120.1673338,572.1923828
37.79222286,5.69077038,36.31860577,440.5556641,120.1673338,352.7978516
35.18122104,2.770075492,34.37120079,387.8549853,104.8028375,352.7978516
35.79854762,3.811766334,34.37120079,335.1543066,24.15941898,352.7978516
40.20395881,9.344354771,37.24459564,326.3325341,24.15941898,308.6889891
42.14821148,10.40647579,40.11799048,297.4172671,53.3948643,308.6889891
50.42236814,9.180219816,53.42019238,268.5020002,55.02830078,308.6889891
51.59114257,7.851651118,54.25882912,248.4085058,55.02830078,208.2215169
55.4155266,2.171902102,55.09746587,225.6788921,46.75372,208.2215169
55.96745296,1.525514402,55.09746587,204.9263679,6.590298123,208.2215169
55.96745296,1.525514402,55.09746587,201.6312188,7.609820791,201.6312188
55.04098524,0.079938364,55.07597147,198.3360697,6.590298123,195.0409207
54.99116955,0.073444443,54.94951838,195.0409207,0,195.0409207
54.99116955,0.073444443,54.94951838,196.8241323,3.566423204,195.0409207
55.21293415,0.457548782,54.94951838,197.8940592,3.906820877,195.0409207
55.59889907,0.85757971,55.34539182,199.3206285,3.906820877,202.1737671
55.8153593,0.906661043,55.74126526,201.1226657,3.495634133,202.1737671
50.60352767,9.791470734,55.74126526,202.924703,1.028261291,202.1737671
44.64608638,14.3485084,47.52689458,203.3001709,1.028261291,204.0511068
38.79132299,13.02946603,35.8173678,203.5817719,0.93866984,204.0511068
32.72398042,5.132620377,32.40481765,204.0511068,0,204.0511068
32.5753111,4.457393498,32.32221169,136.0340712,117.8089614,204.0511068
26.17473477,10.81203641,31.98063379,102.0255534,144.2859213,102.0255534
20.82866341,15.86809421,31.98063379,0,0,0
14.93141911,16.00728617,7.309642267,0,0,0
8.507327598,13.43966222,2.835990174,0,0,0
1.939750174,3.298938771,0.36696606,0,0,0
-1.718182215,5.355239332,0.043405695,0,0,0
-6.325054346,10.70076711,-0.857253326,0,0,0
-10.4741324,10.27404197,-10.98001968,0,0,0
-1.014069297,28.45019501,-10.98001968,0,0,0
9.743370911,37.31277987,-10.98001968,0,0,0
23.79188379,40.63514566,47.66728155,0,0,0
35.48759347,35.91224373,50.29861463,104.4653676,147.7363397,104.4653676
55.19624646,6.087617181,56.09624621,139.2871568,120.6262163,208.9307353
